FID,FireName,FireNo,Label,StartDate,EndDate,area_ha
6985,10 Mile Hollow,CCHR0809-05,2008-09 Wildfire,20/09/2008,21/09/2008,1.38111527
6986,Riverside Drive,SNR 09/F001,2008-09 Wildfire,27/10/2008,31/10/2008,4.38505949
6987,East Killara,SNR 09/F003,2008-09 Wildfire,13/01/2009,18/01/2009,14.8142293
6988,Magdala Reserve,SNR 09/F002,2008-09 Wildfire,26/11/2008,1/01/1970,0.26916982
6989,Cormorant Drive,09021125630,2008-09 Wildfire,28/01/2009,28/01/2009,0.04599346
6990,Pipe Dump,09031025795,2008-09 Wildfire,2/05/2009,8/02/2009,0.19889095
6991,Caleys Lookout Track,09021125628,2008-09 Wildfire,30/01/2009,30/01/2009,0.19435585
6992,Mt. Trefle Fire 1,09020825571,2008-09 Wildfire,6/02/2009,19/02/2009,0.06899329
6993,Mt. Trefle Fire 1,09020825571,2008-09 Wildfire,6/02/2009,19/02/2009,0.38565264
6994,Mt. Trefle Fire 1,09020825571,2008-09 Wildfire,6/02/2009,19/02/2009,0.00454954
6995,Coba Ridge,SNR 09/F005,2008-09 Wildfire,15/01/2009,15/01/2009,0.19706937
6996,Resolute,SNR 09/F007,2008-09 Wildfire,10/01/2009,10/02/2009,0.0224318
6997,Beaumont Road,SNR 09/F004,2008-09 Wildfire,15/01/2009,16/01/2009,4.61679041
6998,Riverside Drive - spot fire,SNR 09/F001,2008-09 Wildfire,27/10/2008,31/10/2008,1.61340109
6999,Riverside Drive - 2nd ignition,SNR 09/F001,2008-09 Wildfire,1/01/1970,31/10/2008,0.14376281
7000,Middle Rill,SSR/2008/17,2008-09 Wildfire,29/03/2009,1/01/1970,0.15733999
7001,Allambie Flat,SSR/2008/18,2008-09 Wildfire,20/04/2009,1/01/1970,0.07114413
7002,Cashen Pnt/Red Jacks,SSR/2008/19,2008-09 Wildfire,17/05/2009,1/01/1970,0.04515123
7003,McKell,SSR/2008/10,2008-09 Wildfire,21/01/2009,1/01/1970,0.73040214
7004,McKell,SSR/2008/10,2008-09 Wildfire,21/01/2009,1/01/1970,7.81423302
7005,Robertsons Lookout,SSR/2008/13,2008-09 Wildfire,10/01/2009,1/01/1970,0.00580625
7006,Sandy Point,SSR/2008/04,2008-09 Wildfire,25/10/2008,1/01/1970,0.10486573
7007,Joadja NR,SSR/2008/05,2008-09 Wildfire,16/11/2008,1/01/1970,0.16898874
7008,Blue Gum Crk,SSR/2008/07,2008-09 Wildfire,13/01/2009,1/01/1970,7.46113983
7009,Wedderburn,SSR/2008/12,2008-09 Wildfire,23/01/2009,1/01/1970,1.06718407
7010,Nattai Complex,SSR/2008/14,2008-09 Wildfire,5/02/2009,1/01/1970,0.83948076
7011,Nattai Complex,SSR/2008/14,2008-09 Wildfire,5/02/2009,1/01/1970,0.52471705
7012,Nattai Complex,SSR/2008/14,2008-09 Wildfire,5/02/2009,1/01/1970,1.04941983
7013,Mt Keira / Mt Kembla,SSR/2008/02,2008-09 Wildfire,3/10/2008,1/01/1970,2.39855024
7014,Bundeena Drv,SSR/2008/11,2008-09 Wildfire,21/01/2009,1/01/1970,0.07837161
7015,Pheasants Nest,SSR/2008/08,2008-09 Wildfire,21/01/2009,1/01/1970,0.05349514
7016,Munghorn,BMR-08-008,2008-09 Wildfire,12/01/2009,15/01/2009,0.57612992
7017,Lee Creek,BMR-08-016,2008-09 Wildfire,5/02/2009,10/02/2009,0.52472187
7018,Coorongooba,BMR-08-003,2008-09 Wildfire,18/12/2008,26/12/2008,49.07177212
7019,Sawmill Track,BMR-08-005,2008-09 Wildfire,30/12/2008,8/01/2009,4.36845672
7020,Colong Creek,BMR-08-001,2008-09 Wildfire,2/10/2008,7/10/2008,0.21868889
7021,Duck Hole,BMR-08-002,2008-09 Wildfire,25/10/2008,26/10/2008,0.01350631
7022,Jelly Bean,BMR-08-018,2008-09 Wildfire,25/10/2008,25/10/2008,0.0283613
7023,Jelly Bean2,BMR-08-014,2008-09 Wildfire,7/02/2009,7/02/2009,0.00642441
7024,"Grose Rd, Faulconbridge",BMR-08-007,2008-09 Wildfire,7/01/2009,8/01/2009,0.82505985
7025,Ingar,BMR-08-004,2008-09 Wildfire,27/12/2008,30/12/2008,2.49739525
7026,Sunny Ridge,BMR-08-006,2008-09 Wildfire,4/01/2009,4/01/2009,1.07917619
7027,Wheeny Creek,BMR-08-009,2008-09 Wildfire,14/01/2009,16/01/2009,2.20981716
7028,Long Ridge,BMR-08-010,2008-09 Wildfire,16/01/2009,19/01/2009,1.18685792
7029,Long Ridge 2,BMR-08-013,2008-09 Wildfire,3/02/2009,5/02/2009,0.57684429
7030,Wilpinjong,BMR-08-016,2008-09 Wildfire,4/02/2009,8/02/2009,0.32068254
7031,Widden Valley,BMR-08-019,2008-09 Wildfire,12/02/2009,13/02/2009,0.5869687
7032,Mt Dawson,BMR-08-020,2008-09 Wildfire,16/02/2009,16/02/2009,15.38458985
7033,MacMahons Lookout,BMR-08-015,2008-09 Wildfire,3/02/2009,8/02/2009,0.51723872
7034,Old Cedar Road Fire Trail,BMR-08-012,2008-09 Wildfire,3/02/2009,8/02/2009,7.22477195
7035,Green Wattle Creek,BMR-08-011,2008-09 Wildfire,3/02/2009,8/02/2009,3.11214777
7567,Toorale Fire,0,2008-09 Wildfire,23/12/2008,1/01/1970,13.66444344
7676,KNR_Fire_20July08,0,2008-09 Wildfire,1/01/1970,1/01/1970,28.99200454
7970,Ungarie Forest,24114,2008-09 Wildfire,16/09/2008,1/01/1970,3.23112032
7971,"Stubble Fire ""South Mahonga"" via Corowa",24984,2008-09 Wildfire,5/01/2009,1/01/1970,44.45730347
7972,Mountain Home,24996,2008-09 Wildfire,6/01/2009,1/01/1970,18.75714774
7973,Mount Mologone,24867,2008-09 Wildfire,23/12/2008,1/01/1970,2.60470554
7974,Mount Mologone,24867,2008-09 Wildfire,23/12/2008,1/01/1970,1204.601412
7975,Mt Pleasant,25067,2008-09 Wildfire,12/01/2009,1/01/1970,1.92403192
7976,"Lowry, Toogong",25205,2008-09 Wildfire,20/01/2009,1/01/1970,39.76958888
7977,Mt Alverna,25332,2008-09 Wildfire,27/01/2009,1/01/1970,0.81060851
7978,Pipeclay,25355,2008-09 Wildfire,29/01/2009,1/01/1970,9.99193805
7980,Warrumba,25438,2008-09 Wildfire,3/02/2009,1/01/1970,0.08566713
7981,Hazlewood,25420,2008-09 Wildfire,2/02/2009,1/01/1970,1.55674415
7982,Hazlewood,25420,2008-09 Wildfire,2/02/2009,1/01/1970,353.3150152
7983,Redcliff Fire,25433,2008-09 Wildfire,3/02/2009,1/01/1970,1.51826
7984,Wyangla Recreation Area,25670,2008-09 Wildfire,16/02/2009,1/01/1970,5.85279946
9785,Jingera Rock, ,2008-09 Wildfire,3/03/2009,3/03/2009,1993.050474
9786,Upper Deua, ,2008-09 Wildfire,12/01/2009,12/01/2009,2.94548279
9787,Currambene Creek, ,2008-09 Wildfire,23/09/2008,23/09/2008,78.2140491
9788,Belimbla, ,2008-09 Wildfire,18/02/2009,18/02/2009,11.81672195
9789,Belimbla, ,2008-09 Wildfire,18/02/2009,18/02/2009,541.2102572
9790,Belimbla, ,2008-09 Wildfire,18/02/2009,18/02/2009,1.37152894
9791,Belimbla, ,2008-09 Wildfire,18/02/2009,18/02/2009,63.4607743
9792,Woila, ,2008-09 Wildfire,30/01/2009,30/01/2009,3.83852215
9793,Cabbage Tree, ,2008-09 Wildfire,29/12/2008,29/12/2008,0.97053427
9794,Yankees, ,2008-09 Wildfire,19/07/2008,19/07/2008,26.63754408
9795,Robinsons, ,2008-09 Wildfire,19/07/2008,19/07/2008,68.9410981
9796,Belimbla, ,2008-09 Wildfire,18/02/2009,18/02/2009,509.6663481
9797,Stringybark Trail, ,2008-09 Wildfire,14/10/2008,14/10/2008,0.29417618
9798,Yambulla, ,2008-09 Wildfire,23/01/2009,23/01/2009,5.3666951
9799,Long Flat Creek, ,2008-09 Wildfire,23/01/2009,23/01/2009,4.27303591
9800,Left Hand Creek, ,2008-09 Wildfire,30/01/2009,30/01/2009,8.14219281
9801,Jingera Rock, ,2008-09 Wildfire,3/03/2009,3/03/2009,516.1582691
9802,Towamba, ,2008-09 Wildfire,5/08/2008,5/08/2008,12.32212402
9803,Jingera Rock, ,2008-09 Wildfire,3/03/2009,3/03/2009,20.00770408
9804,Kingfisher, ,2008-09 Wildfire,12/02/2009,12/02/2009,5.07779305
9805,Jingera Rock, ,2008-09 Wildfire,3/03/2009,3/03/2009,37.28540086
9806,Bandy Creek, ,2008-09 Wildfire,30/03/2009,30/03/2009,74.05554198
9807,Loves, ,2008-09 Wildfire,1/01/1970,1/01/1970,78.34937508
9808,Welumba North spotover, ,2008-09 Wildfire,1/01/1970,1/01/1970,5.40563639
9809,Numeralla, ,2008-09 Wildfire,21/01/2009,21/01/2009,0.0615676
9810,Welumba South spotover, ,2008-09 Wildfire,1/01/1970,1/01/1970,2.00617174
9811,Dingo Rd Fire,09012125220,2008-09 Wildfire,12/02/2009,12/02/2009,2089.325896
9812,Cowper Trig Fire,08111624591,2008-09 Wildfire,15/11/2008,15/11/2008,0.20208786
9813,Back Creek Fire,09012225246,2008-09 Wildfire,23/01/2009,23/01/2009,3.30294711
9814,Barren Grounds, ,2008-09 Wildfire,23/12/2008,23/12/2008,1.39642446
9815,Maidens Rd,09051626163,2008-09 Wildfire,17/05/2009,17/05/2009,780.3161727
9816,Meroo National Park Fire,08102724448,2008-09 Wildfire,28/10/2008,28/10/2008,1.86809472
9817,Long Creek,09032625889,2008-09 Wildfire,29/03/2009,29/03/2009,622.673306
9818,Kings Creek,09032425872,2008-09 Wildfire,25/03/2009,25/03/2009,0.94680302
9819,Gulp Rd Fire,09010524981,2008-09 Wildfire,29/01/2009,29/01/2009,1115.653676
9820,Cliff Top Fire,08120324691,2008-09 Wildfire,3/12/2008,3/12/2008,9.55447776
9821,Delaneys Hut,SWS 09-01,2008-09 Wildfire,16/11/2008,16/11/2008,0.61748924
9822,Mill Creek,SWS 09-04,2008-09 Wildfire,18/02/2009,18/02/2009,312.7913753
9823,Happy Valley,SWS 09-03,2008-09 Wildfire,18/02/2009,18/02/2009,100.0108327
9824,Meadow Creek,SWS 09-05,2008-09 Wildfire,18/02/2009,18/02/2009,21.06280305
9825,Bush Alight,SWS 09-07,2008-09 Wildfire,16/03/2009,16/03/2009,0.66569462
9826,O'Sheas Trail,SWS 09-06,2008-09 Wildfire,2/03/2009,2/03/2009,1.36085901
19651,Mt Mitchell,08081923886,2008-09 Wildfire,11/08/2008,28/08/2008,97.98577398
19652,Mt Mitchell,08081923886,2008-09 Wildfire,11/08/2008,28/08/2008,809.7685826
19653,Mt Mitchell,08081923886,2008-09 Wildfire,11/08/2008,28/08/2008,18.76244942
19654,Moogem,08081523859,2008-09 Wildfire,8/08/2008,22/08/2008,809.752102
19655,Barayamal,08081323850,2008-09 Wildfire,13/08/2008,15/08/2008,127.6342782
19656,Cudgen NR,NRR08002,2008-09 Wildfire,27/08/2008,27/08/2008,0.08612591
19657,Wooyung/Coast Rd Fire,NRR08003,2008-09 Wildfire,23/08/2008,23/08/2008,0.02818537
19658,Wooyung NR,NRR08001,2008-09 Wildfire,25/08/2008,25/08/2008,0.2562658
19659,Burnt Down Scrub,08091524093,2008-09 Wildfire,17/08/2008,17/08/2008,39.03002215
19660,Chambigne Fire,NCR08004,2008-09 Wildfire,1/08/2008,1/08/2008,1162.967709
19661,Middle Creek Fire,NCR08002,2008-09 Wildfire,21/08/2008,21/08/2008,457.4137565
19662,Kanangra Vale Fire,08092324188,2008-09 Wildfire,22/09/2008,23/09/2008,6.86428711
19663,Moonrock Trail,HUN08001,2008-09 Wildfire,20/08/2008,23/08/2008,113.5013436
19664,Bombah Point,HUN08003,2008-09 Wildfire,22/09/2008,23/09/2008,5.00167068
19665,Saltwater Head,MNC08006,2008-09 Wildfire,16/09/2008,17/09/2008,0.01218477
19666,Saltwater Head,MNC08006,2008-09 Wildfire,16/09/2008,17/09/2008,0.33139283
19667,Valorem Creek Fire,NCR08005,2008-09 Wildfire,2/10/2008,16/10/2008,2233.026191
19668,Cooraldooral Creek,08093024247,2008-09 Wildfire,28/09/2008,2/10/2008,50.23152647
19669,Quarry SFAZ,NRR08005,2008-09 Wildfire,28/10/2008,29/10/2008,8.2108689
19670,Bullock Creek,08092524203,2008-09 Wildfire,23/09/2008,9/10/2008,5103.855478
19671,Bullock Creek,08092524203,2008-09 Wildfire,23/09/2008,9/10/2008,2.824908
19672,Mann River Junction Fire, ,2008-09 Wildfire,16/01/2009,16/01/2009,8.95502926
19673,Witt Road,HUN08003,2008-09 Wildfire,22/09/2008,22/08/2009,578.4437191
19674,Egg Track,HUN08005,2008-09 Wildfire,29/09/2008,29/09/2008,1.66169381
19675,Scenic Drive,HUN08007,2008-09 Wildfire,14/10/2008,14/10/2008,0.20571685
19676,Tilligerry December,HUN08011,2008-09 Wildfire,20/12/2008,20/12/2008,5.96168475
19677,Broughton,HUN08010,2008-09 Wildfire,20/12/2008,20/12/2008,3.71620668
19678,Lillies Road,HUN08015,2008-09 Wildfire,22/12/2008,22/12/2008,410.7950235
19679,Tindag,HUN08016,2008-09 Wildfire,9/01/2009,9/01/2009,51.81101258
19680,Red Rock Rd (Cratchleys),8081123834,2008-09 Wildfire,11/08/2008,11/08/2008,23.00984769
19681,Bettong Trail,NCR08006,2008-09 Wildfire,19/12/2008,30/12/2008,1564.788453
19682,Waughs,NCR08001,2008-09 Wildfire,26/08/2008,27/08/2008,288.599544
19683,Hexham Swamp NR,009,2008-09 Wildfire,1/12/2008,1/12/2008,18.87362224
19684,Barnes Fire, ,2008-09 Wildfire,1/01/1970,1/01/1970,2.16802259
19685,Target Area 2,NRR 08006,2008-09 Wildfire,15/01/2009,2/02/2009,288.6102269
19686,Ropers_Creek_Boonoo_Boonoo,08100824322,2008-09 Wildfire,8/10/2008,13/10/2008,51.59393526
19687,Cangai,08100424292,2008-09 Wildfire,2/10/2008,10/10/2008,380.2392158
19688,Stoney Creek,08120424709,2008-09 Wildfire,4/12/2008,9/12/2008,1144.586774
19689,Morven Creek,08102724445,2008-09 Wildfire,20/10/2008,3/11/2008,1845.271991
19690,McIllwains Fire,23844,2008-09 Wildfire,12/08/2008,16/08/2008,64.01981817
19691,Ainsworth Rd,23848,2008-09 Wildfire,13/08/2008,22/08/2008,525.7415666
19692,Dyke River Fire,23852,2008-09 Wildfire,14/08/2008,22/08/2008,11.42476819
19693,Dyke River Fire,23852,2008-09 Wildfire,14/08/2008,22/08/2008,132.7679224
19694,Dyke River Fire,23852,2008-09 Wildfire,14/08/2008,22/08/2008,92.89068355
19695,East Bank Rd Fire,23877,2008-09 Wildfire,18/08/2008,19/08/2008,54.16869506
19696,Belmore Swamp Fire,23898,2008-09 Wildfire,20/08/2008,22/08/2008,176.5065795
19697,Clearfield rd Fire,23925,2008-09 Wildfire,23/08/2008,26/08/2008,40.97899722
19698,Pikapene,24192,2008-09 Wildfire,23/09/2008,25/09/2008,7.60366076
19699,Ballengarra complex fire,24444,2008-09 Wildfire,26/10/2008,7/11/2008,205.3585132
19700,Ballengarra complex fire,24444,2008-09 Wildfire,26/10/2008,7/11/2008,39.5158526
19701,Ballengarra complex fire,24444,2008-09 Wildfire,26/10/2008,7/11/2008,3.17551491
19702,Ballengarra complex fire,24444,2008-09 Wildfire,26/10/2008,7/11/2008,4.44886804
19703,Ballengarra complex fire,24444,2008-09 Wildfire,26/10/2008,7/11/2008,35.84851942
19704,Quarry Fire,24477,2008-09 Wildfire,30/10/2008,3/11/2008,410.9224673
19705,Surrey Farm Fire,25019,2008-09 Wildfire,8/01/2009,10/01/2009,2.01865994
19706,Tindag,25136,2008-09 Wildfire,12/01/2009,22/01/2009,251.5670814
19707,Terreel  Road Fire,25137,2008-09 Wildfire,16/01/2009,23/01/2009,248.6730934
19708,Nandowra Grass Fire,25143,2008-09 Wildfire,16/01/2009,17/01/2009,161.0591458
19709,Blackfellows Bog Fire,25318,2008-09 Wildfire,24/01/2009,2/02/2009,4.15754707
19710,Upper Rouchel Fire,25357,2008-09 Wildfire,29/01/2009,4/02/2009,92.46185698
19711,Bush Alight - Minimbah,25388,2008-09 Wildfire,31/01/2009,8/02/2009,868.7903525
19712,Bush Alight - Minimbah,25388,2008-09 Wildfire,31/01/2009,8/02/2009,53.49365142
19713,EUREKA FIRE,25470,2008-09 Wildfire,4/02/2009,11/02/2009,78.47605464
19714,Bennys Top,25578,2008-09 Wildfire,7/02/2009,11/02/2009,36.7477366
19715,Flagstaff Road,25609,2008-09 Wildfire,9/02/2009,10/02/2009,0.7857027
19716,York Road Fire,25640,2008-09 Wildfire,12/02/2009,15/02/2009,23.30784963
19717,Old Bottom,25796,2008-09 Wildfire,9/03/2009,11/03/2009,39.51652813
19718,Mt Mitchell,23886,2008-09 Wildfire,11/08/2008,28/08/2008,777.4397436
19719,Mt Mitchell,23886,2008-09 Wildfire,11/08/2008,28/08/2008,0.79020698
19720,Mt Mitchell,23886,2008-09 Wildfire,11/08/2008,28/08/2008,7.92849677
19721,Mt Mitchell,23886,2008-09 Wildfire,11/08/2008,28/08/2008,13.56536055
19722,Mt Mitchell,23886,2008-09 Wildfire,11/08/2008,28/08/2008,0.00087794
19723,Mt Mitchell,23886,2008-09 Wildfire,11/08/2008,28/08/2008,2.58223959
19724,Bombah Point Road,24185,2008-09 Wildfire,22/09/2008,25/09/2008,0.55419748
19725,Bombah Point Road,24185,2008-09 Wildfire,22/09/2008,25/09/2008,0.11992041
19726,Kanangra Vale Fire,08092324188,2008-09 Wildfire,22/09/2008,23/09/2008,0.01163632
19727,Kanangra Vale Fire,08092324188,2008-09 Wildfire,22/09/2008,23/09/2008,2.924e-05
19728,Kanangra Vale Fire,08092324188,2008-09 Wildfire,22/09/2008,23/09/2008,1.20661965
19729,Valorem Creek Fire,24293,2008-09 Wildfire,3/10/2008,14/10/2008,38.89291606
19730,Valorem Creek Fire,24293,2008-09 Wildfire,3/10/2008,14/10/2008,0.27583264
19731,Valorem Creek Fire,24293,2008-09 Wildfire,3/10/2008,14/10/2008,102.2955053
19732,Valorem Creek Fire,24293,2008-09 Wildfire,3/10/2008,14/10/2008,0.03747959
19733,Valorem Creek Fire,24293,2008-09 Wildfire,3/10/2008,14/10/2008,14.79652679
19734,Valorem Creek Fire,24293,2008-09 Wildfire,3/10/2008,14/10/2008,1.4e-05
19735,Lilley Road,24852,2008-09 Wildfire,22/12/2008,24/12/2008,5.50750507
19736,Lilley Road,24852,2008-09 Wildfire,22/12/2008,24/12/2008,0.95789025
19737,Lilley Road,24852,2008-09 Wildfire,22/12/2008,24/12/2008,0.37205359
19738,Lilley Road,24852,2008-09 Wildfire,22/12/2008,24/12/2008,20.04900526
19739,Lilley Road,24852,2008-09 Wildfire,22/12/2008,24/12/2008,2.95411288
19740,Lilley Road,24852,2008-09 Wildfire,22/12/2008,24/12/2008,0.10741594
19741,The Needles,25484,2008-09 Wildfire,5/02/2009,14/02/2009,0.00105003
19742,Dabchick,NCR,2008-09 Wildfire,3/11/2008,3/11/2008,12.45380337
19743,Dabchick,NCR,2008-09 Wildfire,3/11/2008,3/11/2008,10.28486386
19744,Hercules,8082423929,2008-09 Wildfire,23/08/2008,24/08/2008,1.94474071
19745,Hercules,8082423929,2008-09 Wildfire,23/08/2008,24/08/2008,0.12922469
19746,"Sandy Beach, CCRP", ,2008-09 Wildfire,20/12/2008,21/12/2008,1.1210674
19747,Junction Creek, ,2008-09 Wildfire,1/09/2008,1/01/1970,523.0719761
20115,The Needles,25484,2008-09 Wildfire,5/02/2009,14/02/2009,63.16726922
20135,Linwood Road,24959,2008-09 Wildfire,2/01/2009,9/01/2009,20.41354142
20136,Terigerie,25133,2008-09 Wildfire,16/01/2009,17/01/2009,62.95053033
20137,Hidden Valley Fire,25454,2008-09 Wildfire,4/02/2009,13/02/2009,218.5059392
20482,Hill End Rd Grass Fire,23905,2008-09 Wildfire,21/08/2008,23/08/2008,132.1093365
20483,Pindari Rd Grattai,23958,2008-09 Wildfire,27/08/2008,28/08/2008,39.12789283
20484,NUTT ROAD,24538,2008-09 Wildfire,9/11/2008,10/11/2008,39.65719309
20485,Munghorn,25068,2008-09 Wildfire,11/01/2009,15/01/2009,7.50561626
20486,Munghorn,25068,2008-09 Wildfire,11/01/2009,15/01/2009,0.08213323
20487,Lambs Valley,25083,2008-09 Wildfire,14/01/2009,16/01/2009,13.19486457
20488,Mt Horrible,25134,2008-09 Wildfire,16/01/2009,20/01/2009,14.54054097
20489,Joe Ladds Gully,25156,2008-09 Wildfire,16/01/2009,27/01/2009,1.41720901
20490,Thomas Lane,25189,2008-09 Wildfire,19/01/2009,21/01/2009,10.74730843
20491,Wondabyne,25307,2008-09 Wildfire,24/01/2009,27/01/2009,13.83696157
20492,Ash Track Fire,25344,2008-09 Wildfire,28/01/2009,2/02/2009,153.6064477
20493,Queens Pinch,25500,2008-09 Wildfire,5/02/2009,9/02/2009,0.99040265
20494,Dry Creek Fire,25513,2008-09 Wildfire,6/02/2009,14/02/2009,74.8355629
20495,Locharbor,25530,2008-09 Wildfire,7/02/2009,9/02/2009,2.97223487
20496,MONKEY HILL,25622,2008-09 Wildfire,10/02/2009,13/02/2009,53.75874854
20497,Hargraves,25623,2008-09 Wildfire,10/02/2009,13/02/2009,0.25455736
20498,Avondale,25755,2008-09 Wildfire,4/03/2009,9/03/2009,152.6416029
20499,Black Knob Fire,25096,2008-09 Wildfire,15/01/2009,23/01/2009,790.5577477
20500,Black Knob Fire,25096,2008-09 Wildfire,15/01/2009,23/01/2009,2491.97388
20501,The Needles,25484,2008-09 Wildfire,5/02/2009,14/02/2009,119.0573627
20653,Wheeny Creek,25085,2008-09 Wildfire,14/01/2009,16/01/2009,2.81366445
20654,Dickinson Fire,25110,2008-09 Wildfire,15/01/2009,20/01/2009,13.45385224
20655,Wondabyne,25307,2008-09 Wildfire,24/01/2009,27/01/2009,8.71890403
20656,Wisemans Ferry Rd,25301,2008-09 Wildfire,24/01/2009,26/01/2009,1.29884378
20657,Wondabyne,25307,2008-09 Wildfire,24/01/2009,27/01/2009,1.77488794
24184,Mt. Trefle Fire 1,09020825571,2008-09 Wildfire,6/02/2009,19/02/2009,0.142863
26422,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,1.06158934
26423,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,1.01983167
26425,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,2.38303397
26426,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,1.36501549
26427,California Fires,09012425286,2008-09 Wildfire,24/01/2009,29/01/2009,0.92568284
26431,Fish Tin Fire,09010725006,2008-09 Wildfire,7/01/2009,16/01/2009,4.10461004
26433,Greengrove,09011525117,2008-09 Wildfire,15/01/2009,15/01/2009,0.00124302
26434,Hakone Road,08112824667,2008-09 Wildfire,22/11/2008,28/11/2008,11.26181247
26435,Hawkhead Drive,08010272447,2008-09 Wildfire,27/10/2008,29/10/2008,50.86519405
26439,Kitchener Car Fire, ,2008-09 Wildfire,11/01/2009,11/01/2009,0.01947862
26442,Lismore Street, ,2008-09 Wildfire,14/01/2009,14/01/2009,1.76023848
26444,Martinsvill Hill Rd, ,2008-09 Wildfire,24/11/2008,25/11/2008,3.32390599
26446,Mine Camp Rd,09012725342,2008-09 Wildfire,27/01/2009,2/02/2009,12.07060109
26447,Mine Camp Road 1, ,2008-09 Wildfire,24/01/2009,24/01/2009,0.04538388
26448,Monkey Face,09012425313,2008-09 Wildfire,24/01/2009,24/01/2009,0.87319117
26449,Moonee,09020625514,2008-09 Wildfire,6/02/2009,10/02/2009,295.622722
26450,Mt Bouddi Road,09020225408,2008-09 Wildfire,31/01/2009,2/02/2009,0.06850803
26452,"Pac Hwy, Charmhaven", ,2008-09 Wildfire,4/01/2009,4/01/2009,0.096182
26453,Peats Ridge,09020725548,2008-09 Wildfire,7/02/2009,16/02/2009,271.091552
26454,Pelton,08121824809,2008-09 Wildfire,18/12/2008,19/12/2008,4.25610163
26456,Pipe Clay Creek Fire,09010524978,2008-09 Wildfire,4/01/2009,16/01/2009,254.8879183
26459,San Remo,09010725002,2008-09 Wildfire,7/01/2009,8/01/2009,12.85465703
26460,San Remo Walkway, ,2008-09 Wildfire,10/01/2009,1/01/1970,0.04567016
26461,San Remo, ,2008-09 Wildfire,1/01/1970,1/01/1970,0.06292725
26462,San Remo, ,2008-09 Wildfire,6/01/2009,1/01/1970,0.06086397
26463,San Remo, ,2008-09 Wildfire,9/01/2009,1/01/1970,0.27579416
26464,San Remo, ,2008-09 Wildfire,6/01/2009,1/01/1970,0.01789839
26465,Scaddens Fire,08092024145,2008-09 Wildfire,20/09/2008,23/09/2008,22.93196102
26466,Stranger Gully, ,2008-09 Wildfire,1/01/2009,1/01/2009,0.3491909
26467,Tall Timbers Fire,08121024757,2008-09 Wildfire,10/12/2008,15/12/2008,17.29835384
26468,Tennis Club, ,2008-09 Wildfire,17/12/2008,17/12/2008,0.23699554
26469,The Needles,09020525484,2008-09 Wildfire,5/02/2009,14/02/2009,182.2256822
26470,Three Ways,09020725526,2008-09 Wildfire,6/02/2009,1/03/2009,1898.366968
26472,Wagstaffe point fire, ,2008-09 Wildfire,2/10/2008,2/10/2008,0.00593801
26473,Waterfall Bay,08122324858,2008-09 Wildfire,23/12/2008,23/12/2008,0.00047482
26476,Wondabyne Fire,09012425307,2008-09 Wildfire,24/01/2009,27/01/2009,1.28362676
26477,Woods Point, ,2008-09 Wildfire,3/03/2009,3/03/2009,0.01274075
26478,Yondeo Fire Trail,08092124163,2008-09 Wildfire,21/09/2008,22/09/2008,0.51438243
26673, , ,2008-09 Wildfire,,,0.57342314
26717,Larkins Gully HR,06030716702,2008-09 Wildfire,15/05/2009,1/01/1970,997.1194962
26718,Bulls Gully HR - Winburndale NR,09041736909,2008-09 Wildfire,12/05/2009,1/01/1970,103.985576
26722,Larkins Gully HR,06030716702,2008-09 Wildfire,15/05/2009,1/01/1970,0.20238556
26723,Mt Horrible Fire - Tobins Oaky Trail,25134,2008-09 Wildfire,16/01/2009,20/01/2009,14.54054097
